Date,InvoiceID,DistributorID,SalespersonID,OutletID,ProductID,Quantity,UnitPrice,DiscountPct,DiscountAmount,GrossSales,NetSales,UnitCOGS,TotalCOGS
2025-04-09,INV0010102,DST001,SP003,OUT00018,PC001,30,22000,0.0736,48576,660000,611424,13000,390000
2025-04-08,INV0010103,DST001,SP004,OUT00019,BV004,132,8000,0.0814,85958,1056000,970042,4900,646800
2025-04-08,INV0010103,DST001,SP004,OUT00019,BV015,138,10000,0.1221,168498,1380000,1211502,6100,841800
2025-04-08,INV0010103,DST001,SP004,OUT00019,BV001,144,7500,0.1299,140292,1080000,939708,4600,662400
2025-04-06,INV0010104,DST001,SP005,OUT00020,BV014,24,10000,0.0467,11208,240000,228792,6000,144000
2025-04-28,INV0010105,DST001,SP001,OUT00021,PC003,18,23000,0.0382,15815,414000,398185,13700,246600
2025-04-15,INV0010106,DST001,SP002,OUT00022,BV013,24,9500,0.0346,7889,228000,220111,5800,139200
2025-04-15,INV0010106,DST001,SP002,OUT00022,PC012,18,6500,0.0777,9091,117000,107909,3800,68400
2025-04-30,INV0010107,DST001,SP003,OUT00023,SN003,18,9500,0.0198,3386,171000,167614,5600,100800
2025-04-22,INV0010108,DST001,SP004,OUT00024,SN004,12,9500,0.0672,7661,114000,106339,5700,68400
2025-04-26,INV0010109,DST001,SP005,OUT00025,BV008,24,10000,0.0335,8040,240000,231960,6000,144000
2025-04-26,INV0010109,DST001,SP005,OUT00025,SN001,18,9000,0.0745,12069,162000,149931,5300,95400
2025-04-26,INV0010109,DST001,SP005,OUT00025,BV001,30,7500,0.0745,16762,225000,208238,4600,138000
2025-04-05,INV0010110,DST001,SP001,OUT00026,BV006,6,9500,0.0775,4418,57000,52582,5800,34800
2025-04-20,INV0010111,DST001,SP002,OUT00027,BV015,60,10000,0.0654,39240,600000,560760,6100,366000
2025-04-20,INV0010111,DST001,SP002,OUT00027,SN001,78,9000,0.0909,63812,702000,638188,5300,413400
2025-04-27,INV0010112,DST001,SP003,OUT00028,BV015,6,10000,0.0151,906,60000,59094,6100,36600
2025-04-18,INV0010113,DST001,SP004,OUT00029,PC011,12,6500,0.0455,3549,78000,74451,3700,44400
2025-04-26,INV0010114,DST001,SP005,OUT00030,SN006,18,10000,0.0101,1818,180000,178182,6000,108000
2025-04-23,INV0010115,DST001,SP001,OUT00031,BV011,66,9000,0.0992,58925,594000,535075,5500,363000
2025-04-03,INV0010116,DST001,SP002,OUT00032,BV005,54,8500,0.1023,46956,459000,412044,5100,275400
2025-04-03,INV0010116,DST001,SP002,OUT00032,BV011,78,9000,0.0666,46753,702000,655247,5500,429000
2025-04-14,INV0010117,DST001,SP003,OUT00033,SN013,30,8000,0.0076,1824,240000,238176,4700,141000
2025-04-23,INV0010118,DST001,SP005,OUT00035,SN008,6,9500,0.0351,2001,57000,54999,5600,33600
2025-04-10,INV0010119,DST001,SP001,OUT00036,SN011,12,8500,0.0482,4916,102000,97084,5000,60000
2025-04-17,INV0010120,DST001,SP002,OUT00037,PC013,12,7000,0.0492,4133,84000,79867,4000,48000
2025-04-24,INV0010121,DST001,SP005,OUT00040,PC012,18,6500,0.0039,456,117000,116544,3800,68400
2025-04-20,INV0010122,DST001,SP002,OUT00042,PC011,18,6500,0.0461,5394,117000,111606,3700,66600
2025-04-17,INV0010123,DST001,SP003,OUT00043,SN013,24,8000,0.0499,9581,192000,182419,4700,112800
2025-04-17,INV0010123,DST001,SP003,OUT00043,PC006,36,15000,0.0317,17118,540000,522882,8700,313200
2025-04-19,INV0010124,DST001,SP004,OUT00044,SN002,12,9000,0.005,540,108000,107460,5400,64800
2025-04-19,INV0010124,DST001,SP004,OUT00044,SN001,12,9000,0.0181,1955,108000,106045,5300,63600
2025-04-19,INV0010124,DST001,SP004,OUT00044,SN004,18,9500,0.0408,6977,171000,164023,5700,102600
2025-04-08,INV0010125,DST001,SP005,OUT00045,PC001,36,22000,0.0787,62330,792000,729670,13000,468000
2025-04-10,INV0010126,DST001,SP001,OUT00046,BV013,6,9500,0.0138,787,57000,56213,5800,34800
2025-04-10,INV0010126,DST001,SP001,OUT00046,BV001,12,7500,0.0372,3348,90000,86652,4600,55200
2025-04-19,INV0010127,DST001,SP002,OUT00047,BV005,18,8500,0.0133,2035,153000,150965,5100,91800
2025-04-19,INV0010127,DST001,SP002,OUT00047,PC003,6,23000,0.0359,4954,138000,133046,13700,82200
2025-04-21,INV0010128,DST001,SP003,OUT00048,PC012,42,6500,0.0007,191,273000,272809,3800,159600
2025-04-22,INV0010129,DST001,SP001,OUT00051,BV011,30,9000,0.0387,10449,270000,259551,5500,165000
2025-04-22,INV0010130,DST001,SP002,OUT00052,PC014,12,18000,0.0299,6458,216000,209542,10500,126000
2025-04-17,INV0010131,DST001,SP004,OUT00054,BV012,12,9000,0.0408,4406,108000,103594,5500,66000
2025-04-05,INV0010132,DST001,SP005,OUT00055,SN002,12,9000,0.0762,8230,108000,99770,5400,64800
2025-04-15,INV0010133,DST001,SP001,OUT00056,BV012,48,9000,0.0209,9029,432000,422971,5500,264000
2025-04-13,INV0010134,DST001,SP002,OUT00057,SN001,132,9000,0.0977,116068,1188000,1071932,5300,699600
2025-04-24,INV0010135,DST001,SP003,OUT00058,PC013,66,7000,0.1093,50497,462000,411503,4000,264000
2025-04-16,INV0010136,DST001,SP004,OUT00059,BV011,54,9000,0.1037,50398,486000,435602,5500,297000
2025-04-13,INV0010137,DST001,SP005,OUT00060,BV008,36,10000,0.063,22680,360000,337320,6000,216000
2025-04-13,INV0010137,DST001,SP005,OUT00060,SN011,30,8500,0.073,18615,255000,236385,5000,150000
2025-04-26,INV0010138,DST001,SP001,OUT00061,BV006,30,9500,0.0251,7154,285000,277846,5800,174000
2025-04-15,INV0010139,DST001,SP003,OUT00063,SN006,12,10000,0.0013,156,120000,119844,6000,72000
2025-04-02,INV0010140,DST001,SP004,OUT00064,SN005,18,9500,0.0252,4309,171000,166691,5600,100800
2025-04-02,INV0010140,DST001,SP004,OUT00064,PC007,18,17000,0.0067,2050,306000,303950,9900,178200
2025-04-02,INV0010140,DST001,SP004,OUT00064,BV010,12,11000,0.0287,3788,132000,128212,6700,80400
2025-04-13,INV0010141,DST001,SP001,OUT00066,BV015,18,10000,0.0024,432,180000,179568,6100,109800
2025-04-13,INV0010141,DST001,SP001,OUT00066,SN010,24,10500,0.0217,5468,252000,246532,6300,151200
2025-04-05,INV0010142,DST001,SP002,OUT00067,SN007,6,9500,0.0004,23,57000,56977,5700,34200
2025-04-05,INV0010142,DST001,SP002,OUT00067,SN006,12,10000,0.0337,4044,120000,115956,6000,72000
2025-04-26,INV0010143,DST001,SP003,OUT00068,BV012,6,9000,0.0112,605,54000,53395,5500,33000
2025-04-14,INV0010144,DST001,SP005,OUT00070,PC005,12,25000,0.0289,8670,300000,291330,14800,177600
2025-04-11,INV0010145,DST001,SP001,OUT00071,BV003,144,8000,0.105,120960,1152000,1031040,4900,705600
2025-04-11,INV0010145,DST001,SP001,OUT00071,BV007,96,10000,0.1057,101472,960000,858528,6100,585600
2025-04-11,INV0010145,DST001,SP001,OUT00071,SN008,90,9500,0.0934,79857,855000,775143,5600,504000
2025-04-22,INV0010146,DST001,SP002,OUT00072,PC005,30,25000,0.0412,30900,750000,719100,14800,444000
2025-04-11,INV0010147,DST001,SP003,OUT00073,BV014,18,10000,0.0121,2178,180000,177822,6000,108000
2025-04-11,INV0010147,DST001,SP003,OUT00073,BV007,12,10000,0.0364,4368,120000,115632,6100,73200
2025-04-27,INV0010148,DST001,SP004,OUT00074,SN011,30,8500,0.0123,3136,255000,251864,5000,150000
2025-04-27,INV0010148,DST001,SP004,OUT00074,SN002,30,9000,0.0393,10611,270000,259389,5400,162000
2025-04-08,INV0010149,DST001,SP005,OUT00075,PC006,126,15000,0.1248,235872,1890000,1654128,8700,1096200
2025-04-30,INV0010150,DST001,SP002,OUT00077,BV008,36,10000,0.0623,22428,360000,337572,6000,216000
2025-04-20,INV0010151,DST001,SP003,OUT00078,SN014,138,10000,0.1156,159528,1380000,1220472,5900,814200
2025-04-16,INV0010152,DST001,SP004,OUT00079,PC005,12,25000,0.0177,5310,300000,294690,14800,177600
2025-04-11,INV0010153,DST001,SP005,OUT00080,BV015,48,10000,0.0655,31440,480000,448560,6100,292800
2025-04-20,INV0010154,DST001,SP001,OUT00081,BV013,6,9500,0.0082,467,57000,56533,5800,34800
2025-04-20,INV0010154,DST001,SP001,OUT00081,BV010,18,11000,0.0363,7187,198000,190813,6700,120600
2025-04-03,INV0010155,DST001,SP002,OUT00082,SN006,30,10000,0.0713,21390,300000,278610,6000,180000
2025-04-11,INV0010156,DST001,SP003,OUT00083,BV014,6,10000,0.0404,2424,60000,57576,6000,36000
2025-04-25,INV0010157,DST001,SP004,OUT00084,PC011,12,6500,0.0315,2457,78000,75543,3700,44400
2025-04-11,INV0010158,DST001,SP005,OUT00085,SN002,30,9000,0.032,8640,270000,261360,5400,162000
2025-04-11,INV0010158,DST001,SP005,OUT00085,BV006,36,9500,0.0783,26779,342000,315221,5800,208800
2025-04-17,INV0010159,DST001,SP001,OUT00086,BV006,150,9500,0.0986,140505,1425000,1284495,5800,870000
2025-04-17,INV0010159,DST001,SP001,OUT00086,BV012,54,9000,0.1392,67651,486000,418349,5500,297000
2025-04-17,INV0010159,DST001,SP001,OUT00086,BV008,192,10000,0.1323,254016,1920000,1665984,6000,1152000
2025-04-22,INV0010160,DST001,SP002,OUT00087,SN012,18,8500,0.0145,2218,153000,150782,5000,90000
2025-04-14,INV0010161,DST001,SP005,OUT00090,BV002,18,7500,0.0031,418,135000,134582,4700,84600
2025-04-30,INV0010162,DST001,SP001,OUT00091,SN014,24,10000,0.0405,9720,240000,230280,5900,141600
2025-04-20,INV0010163,DST001,SP003,OUT00093,BV006,36,9500,0.0573,19597,342000,322403,5800,208800
2025-04-20,INV0010163,DST001,SP003,OUT00093,SN008,48,9500,0.0445,20292,456000,435708,5600,268800
2025-04-05,INV0010164,DST001,SP004,OUT00094,BV005,42,8500,0.0032,1142,357000,355858,5100,214200
2025-04-19,INV0010165,DST001,SP005,OUT00095,BV002,6,7500,0.0442,1989,45000,43011,4700,28200
2025-04-08,INV0010166,DST001,SP001,OUT00096,BV011,12,9000,0.0213,2300,108000,105700,5500,66000
2025-04-01,INV0010167,DST001,SP002,OUT00097,SN014,18,10000,0.0303,5454,180000,174546,5900,106200
2025-04-09,INV0010168,DST001,SP003,OUT00098,SN001,30,9000,0.0494,13338,270000,256662,5300,159000
2025-04-20,INV0010169,DST001,SP004,OUT00099,BV006,18,9500,0.0415,7096,171000,163904,5800,104400
2025-04-29,INV0010170,DST001,SP005,OUT00100,PC014,18,18000,0.0167,5411,324000,318589,10500,189000
2025-04-29,INV0010170,DST001,SP005,OUT00100,BV015,12,10000,0.0215,2580,120000,117420,6100,73200
2025-04-18,INV0010171,DST001,SP001,OUT00101,PC005,12,25000,0.0549,16470,300000,283530,14800,177600
2025-04-07,INV0010172,DST001,SP002,OUT00102,BV006,30,9500,0.0367,10460,285000,274540,5800,174000
2025-04-23,INV0010173,DST001,SP003,OUT00103,SN007,18,9500,0.0365,6242,171000,164758,5700,102600
2025-04-17,INV0010174,DST001,SP004,OUT00104,BV009,48,9000,0.053,22896,432000,409104,5300,254400
2025-04-17,INV0010174,DST001,SP004,OUT00104,PC012,18,6500,0.0318,3721,117000,113279,3800,68400
2025-04-17,INV0010174,DST001,SP004,OUT00104,PC006,30,15000,0.0538,24210,450000,425790,8700,261000
2025-04-16,INV0010175,DST001,SP005,OUT00105,SN001,18,9000,0.0754,12215,162000,149785,5300,95400
2025-04-29,INV0010176,DST001,SP001,OUT00106,BV011,18,9000,0.0321,5200,162000,156800,5500,99000
2025-04-29,INV0010176,DST001,SP001,OUT00106,SN007,24,9500,0.0223,5084,228000,222916,5700,136800
2025-04-03,INV0010177,DST001,SP002,OUT00107,BV012,54,9000,0.0742,36061,486000,449939,5500,297000
2025-04-03,INV0010177,DST001,SP002,OUT00107,BV014,48,10000,0.0775,37200,480000,442800,6000,288000
2025-04-23,INV0010178,DST001,SP003,OUT00108,SN014,12,10000,0.0483,5796,120000,114204,5900,70800
2025-04-23,INV0010178,DST001,SP003,OUT00108,SN002,18,9000,0.0256,4147,162000,157853,5400,97200
2025-04-23,INV0010178,DST001,SP003,OUT00108,SN011,36,8500,0.0467,14290,306000,291710,5000,180000
2025-04-13,INV0010179,DST001,SP004,OUT00109,PC009,12,19000,0.0719,16393,228000,211607,11200,134400
2025-04-13,INV0010179,DST001,SP004,OUT00109,SN005,12,9500,0.0798,9097,114000,104903,5600,67200
2025-04-04,INV0010180,DST001,SP005,OUT00110,SN010,12,10500,0.0202,2545,126000,123455,6300,75600
2025-04-04,INV0010180,DST001,SP005,OUT00110,SN003,6,9500,0.0217,1237,57000,55763,5600,33600
2025-04-12,INV0010181,DST001,SP001,OUT00111,SN005,36,9500,0.0243,8311,342000,333689,5600,201600
2025-04-12,INV0010181,DST001,SP001,OUT00111,PC004,24,24000,0.0632,36403,576000,539597,14300,343200
2025-04-26,INV0010182,DST001,SP002,OUT00112,SN009,24,11000,0.005,1320,264000,262680,6500,156000
2025-04-26,INV0010182,DST001,SP002,OUT00112,BV012,6,9000,0.0256,1382,54000,52618,5500,33000
2025-04-05,INV0010183,DST001,SP004,OUT00114,SN009,30,11000,0.0332,10956,330000,319044,6500,195000
2025-04-05,INV0010183,DST001,SP004,OUT00114,PC005,6,25000,0.0168,2520,150000,147480,14800,88800
2025-04-11,INV0010184,DST001,SP005,OUT00115,BV014,30,10000,0.0122,3660,300000,296340,6000,180000
2025-04-11,INV0010184,DST001,SP005,OUT00115,BV006,24,9500,0.0474,10807,228000,217193,5800,139200
2025-04-05,INV0010185,DST001,SP001,OUT00116,SN010,18,10500,0.0412,7787,189000,181213,6300,113400
2025-04-30,INV0010186,DST001,SP002,OUT00117,SN013,96,8000,0.1487,114202,768000,653798,4700,451200
2025-04-26,INV0010187,DST001,SP003,OUT00118,SN012,6,8500,0.0168,857,51000,50143,5000,30000
2025-04-04,INV0010188,DST001,SP004,OUT00119,PC010,24,22000,0.0349,18427,528000,509573,13000,312000
2025-04-28,INV0010189,DST001,SP002,OUT00122,SN001,18,9000,0.0328,5314,162000,156686,5300,95400
2025-04-26,INV0010190,DST001,SP003,OUT00123,PC001,12,22000,0.0459,12118,264000,251882,13000,156000
2025-04-19,INV0010191,DST001,SP004,OUT00124,BV002,12,7500,0.0665,5985,90000,84015,4700,56400
2025-04-01,INV0010192,DST001,SP005,OUT00125,BV014,12,10000,0.0649,7788,120000,112212,6000,72000
2025-04-12,INV0010193,DST001,SP001,OUT00126,BV011,36,9000,0.058,18792,324000,305208,5500,198000
2025-04-12,INV0010193,DST001,SP001,OUT00126,BV002,36,7500,0.0426,11502,270000,258498,4700,169200
2025-04-28,INV0010194,DST001,SP002,OUT00127,SN011,24,8500,0.034,6936,204000,197064,5000,120000
2025-04-28,INV0010194,DST001,SP002,OUT00127,PC011,24,6500,0.0467,7285,156000,148715,3700,88800
2025-04-21,INV0010195,DST001,SP003,OUT00128,BV001,12,7500,0.031,2790,90000,87210,4600,55200
2025-04-07,INV0010196,DST001,SP004,OUT00129,PC015,36,18500,0.1042,69397,666000,596603,10800,388800
2025-04-21,INV0010197,DST001,SP005,OUT00130,SN011,24,8500,0.0727,14831,204000,189169,5000,120000
2025-04-21,INV0010197,DST001,SP005,OUT00130,BV009,24,9000,0.04,8640,216000,207360,5300,127200
2025-04-16,INV0010198,DST001,SP001,OUT00131,BV009,144,9000,0.1313,170165,1296000,1125835,5300,763200
2025-04-16,INV0010198,DST001,SP001,OUT00131,BV010,90,11000,0.091,90090,990000,899910,6700,603000
2025-04-10,INV0010199,DST001,SP002,OUT00132,SN001,18,9000,0.0508,8230,162000,153770,5300,95400
2025-04-10,INV0010199,DST001,SP002,OUT00132,BV008,18,10000,0.0736,13248,180000,166752,6000,108000
2025-04-10,INV0010199,DST001,SP002,OUT00132,PC004,24,24000,0.0709,40838,576000,535162,14300,343200
2025-04-26,INV0010200,DST001,SP003,OUT00133,SN004,12,9500,0.0206,2348,114000,111652,5700,68400
2025-04-27,INV0010201,DST001,SP004,OUT00134,BV015,48,10000,0.067,32160,480000,447840,6100,292800
2025-04-14,INV0010202,DST001,SP005,OUT00135,BV005,36,8500,0.0115,3519,306000,302481,5100,183600
2025-04-14,INV0010202,DST001,SP005,OUT00135,SN012,18,8500,0.012,1836,153000,151164,5000,90000
2025-04-06,INV0010203,DST001,SP001,OUT00136,BV004,12,8000,0.072,6912,96000,89088,4900,58800
2025-04-06,INV0010203,DST001,SP001,OUT00136,BV001,18,7500,0.0754,10179,135000,124821,4600,82800
2025-04-29,INV0010204,DST001,SP003,OUT00138,SN004,6,9500,0.0406,2314,57000,54686,5700,34200
2025-04-26,INV0010205,DST001,SP004,OUT00139,SN007,18,9500,0.009,1539,171000,169461,5700,102600
2025-04-16,INV0010206,DST001,SP005,OUT00140,BV011,78,9000,0.0904,63461,702000,638539,5500,429000
2025-04-16,INV0010206,DST001,SP005,OUT00140,BV005,102,8500,0.1167,101179,867000,765821,5100,520200
2025-04-27,INV0010207,DST001,SP001,OUT00141,PC013,12,7000,0.0185,1554,84000,82446,4000,48000
2025-04-27,INV0010207,DST001,SP001,OUT00141,PC011,6,6500,0.048,1872,39000,37128,3700,22200
2025-04-19,INV0010208,DST001,SP002,OUT00142,BV014,30,10000,0.0853,25590,300000,274410,6000,180000
2025-04-19,INV0010208,DST001,SP002,OUT00142,SN010,72,10500,0.0619,46796,756000,709204,6300,453600
2025-04-16,INV0010209,DST001,SP004,OUT00144,SN003,12,9500,0.008,912,114000,113088,5600,67200
2025-04-24,INV0010210,DST001,SP005,OUT00145,BV007,48,10000,0.0686,32928,480000,447072,6100,292800
2025-04-24,INV0010210,DST001,SP005,OUT00145,PC001,36,22000,0.031,24552,792000,767448,13000,468000
2025-04-23,INV0010211,DST001,SP001,OUT00146,BV005,114,8500,0.1308,126745,969000,842255,5100,581400
2025-04-23,INV0010211,DST001,SP001,OUT00146,BV006,60,9500,0.088,50160,570000,519840,5800,348000
2025-04-23,INV0010211,DST001,SP001,OUT00146,BV002,126,7500,0.093,87885,945000,857115,4700,592200
2025-04-03,INV0010212,DST001,SP002,OUT00147,SN006,24,10000,0.0442,10608,240000,229392,6000,144000
2025-04-03,INV0010212,DST001,SP002,OUT00147,SN003,30,9500,0.0435,12398,285000,272602,5600,168000
2025-04-03,INV0010213,DST001,SP003,OUT00148,PC007,36,17000,0.0171,10465,612000,601535,9900,356400
2025-04-19,INV0010214,DST001,SP004,OUT00149,BV013,36,9500,0.1188,40630,342000,301370,5800,208800
2025-04-19,INV0010214,DST001,SP004,OUT00149,BV009,24,9000,0.1115,24084,216000,191916,5300,127200
2025-04-23,INV0010215,DST001,SP002,OUT00152,SN002,30,9000,0.0338,9126,270000,260874,5400,162000
2025-04-23,INV0010215,DST001,SP002,OUT00152,BV001,24,7500,0.0229,4122,180000,175878,4600,110400
2025-04-26,INV0010216,DST001,SP003,OUT00153,PC015,60,18500,0.1233,136863,1110000,973137,10800,648000
2025-04-26,INV0010216,DST001,SP003,OUT00153,BV005,150,8500,0.1179,150322,1275000,1124678,5100,765000
2025-04-03,INV0010217,DST001,SP004,OUT00154,SN006,18,10000,0.0452,8136,180000,171864,6000,108000
2025-04-15,INV0010218,DST001,SP005,OUT00155,SN005,30,9500,0.0934,26619,285000,258381,5600,168000
2025-04-21,INV0010219,DST001,SP001,OUT00156,SN005,30,9500,0.0331,9434,285000,275566,5600,168000
2025-04-21,INV0010219,DST001,SP001,OUT00156,SN002,12,9000,0.0489,5281,108000,102719,5400,64800
2025-04-21,INV0010219,DST001,SP001,OUT00156,SN006,12,10000,0.0356,4272,120000,115728,6000,72000
2025-04-05,INV0010220,DST001,SP002,OUT00157,SN002,216,9000,0.1216,236390,1944000,1707610,5400,1166400
2025-04-05,INV0010220,DST001,SP002,OUT00157,SN004,102,9500,0.0949,91958,969000,877042,5700,581400
2025-04-22,INV0010221,DST001,SP004,OUT00159,SN005,36,9500,0.0557,19049,342000,322951,5600,201600
2025-04-22,INV0010221,DST001,SP004,OUT00159,SN012,42,8500,0.0632,22562,357000,334438,5000,210000
2025-04-18,INV0010222,DST001,SP005,OUT00160,BV009,6,9000,0.0326,1760,54000,52240,5300,31800
2025-04-09,INV0010223,DST001,SP001,OUT00161,BV012,30,9000,0.0371,10017,270000,259983,5500,165000
2025-04-09,INV0010223,DST001,SP001,OUT00161,PC011,48,6500,0.0451,14071,312000,297929,3700,177600
2025-04-18,INV0010224,DST001,SP002,OUT00162,SN015,36,10500,0.0582,22000,378000,356000,6300,226800
2025-04-18,INV0010224,DST001,SP002,OUT00162,BV015,24,10000,0.0684,16416,240000,223584,6100,146400
2025-04-27,INV0010225,DST001,SP003,OUT00163,PC012,24,6500,0.0072,1123,156000,154877,3800,91200
2025-04-27,INV0010225,DST001,SP003,OUT00163,BV005,24,8500,0.0056,1142,204000,202858,5100,122400
2025-04-20,INV0010226,DST001,SP004,OUT00164,SN011,18,8500,0.0163,2494,153000,150506,5000,90000
2025-04-20,INV0010226,DST001,SP004,OUT00164,BV010,24,11000,0.0247,6521,264000,257479,6700,160800
2025-04-13,INV0010227,DST001,SP005,OUT00165,SN010,30,10500,0.0634,19971,315000,295029,6300,189000
2025-04-14,INV0010228,DST001,SP001,OUT00166,BV002,54,7500,0.0912,36936,405000,368064,4700,253800
2025-04-27,INV0010229,DST001,SP003,OUT00168,BV004,12,8000,0.0353,3389,96000,92611,4900,58800
2025-04-01,INV0010230,DST001,SP004,OUT00169,BV006,24,9500,0.0389,8869,228000,219131,5800,139200
2025-04-01,INV0010230,DST001,SP004,OUT00169,BV001,12,7500,0.035,3150,90000,86850,4600,55200
2025-04-19,INV0010231,DST001,SP005,OUT00170,SN006,24,10000,0.028,6720,240000,233280,6000,144000
2025-04-19,INV0010231,DST001,SP005,OUT00170,SN008,36,9500,0.0425,14535,342000,327465,5600,201600
2025-04-19,INV0010232,DST001,SP001,OUT00171,PC003,144,23000,0.1202,398102,3312000,2913898,13700,1972800
2025-04-19,INV0010232,DST001,SP001,OUT00171,BV007,192,10000,0.1089,209088,1920000,1710912,6100,1171200
2025-04-21,INV0010233,DST001,SP002,OUT00172,BV002,30,7500,0.0232,5220,225000,219780,4700,141000
2025-04-20,INV0010234,DST001,SP003,OUT00173,SN011,30,8500,0.0239,6094,255000,248906,5000,150000
2025-04-18,INV0010235,DST001,SP004,OUT00174,SN003,24,9500,0.0083,1892,228000,226108,5600,134400
2025-04-14,INV0010236,DST001,SP005,OUT00175,BV001,12,7500,0.0404,3636,90000,86364,4600,55200
2025-04-14,INV0010236,DST001,SP005,OUT00175,BV005,24,8500,0.0619,12628,204000,191372,5100,122400
2025-04-29,INV0010237,DST001,SP001,OUT00176,SN001,12,9000,0.0023,248,108000,107752,5300,63600
2025-04-13,INV0010238,DST001,SP002,OUT00177,SN002,18,9000,0.0016,259,162000,161741,5400,97200
2025-04-13,INV0010238,DST001,SP002,OUT00177,PC011,12,6500,0.0177,1381,78000,76619,3700,44400
2025-04-26,INV0010239,DST001,SP003,OUT00178,BV001,198,7500,0.1348,200178,1485000,1284822,4600,910800
2025-04-23,INV0010240,DST001,SP004,OUT00179,SN008,18,9500,0.0054,923,171000,170077,5600,100800
2025-04-27,INV0010241,DST001,SP005,OUT00180,BV015,24,10000,0.0548,13152,240000,226848,6100,146400
2025-04-05,INV0010242,DST001,SP001,OUT00181,BV015,12,10000,0.0041,492,120000,119508,6100,73200
2025-04-09,INV0010243,DST001,SP002,OUT00182,SN015,6,10500,0.0401,2526,63000,60474,6300,37800
2025-04-09,INV0010243,DST001,SP002,OUT00182,BV001,24,7500,0.0394,7092,180000,172908,4600,110400
2025-04-09,INV0010243,DST001,SP002,OUT00182,BV002,12,7500,0.0462,4158,90000,85842,4700,56400
2025-04-24,INV0010244,DST001,SP003,OUT00183,BV010,12,11000,0.054,7128,132000,124872,6700,80400
2025-04-24,INV0010244,DST001,SP003,OUT00183,SN005,12,9500,0.0356,4058,114000,109942,5600,67200
2025-04-19,INV0010245,DST001,SP004,OUT00184,SN004,72,9500,0.0972,66485,684000,617515,5700,410400
2025-04-19,INV0010245,DST001,SP004,OUT00184,SN003,54,9500,0.136,69768,513000,443232,5600,302400
2025-04-26,INV0010246,DST001,SP005,OUT00185,SN004,114,9500,0.1338,144905,1083000,938095,5700,649800
2025-04-13,INV0010247,DST001,SP001,OUT00186,SN001,24,9000,0.0319,6890,216000,209110,5300,127200
2025-04-13,INV0010247,DST001,SP001,OUT00186,SN014,12,10000,0.0256,3072,120000,116928,5900,70800
2025-04-30,INV0010248,DST001,SP002,OUT00187,BV007,138,10000,0.1462,201756,1380000,1178244,6100,841800
2025-04-30,INV0010248,DST001,SP002,OUT00187,BV002,78,7500,0.1247,72950,585000,512050,4700,366600
2025-04-22,INV0010249,DST001,SP003,OUT00188,PC006,24,15000,0.044,15840,360000,344160,8700,208800
2025-04-22,INV0010249,DST001,SP003,OUT00188,BV012,18,9000,0.0026,421,162000,161579,5500,99000
2025-04-03,INV0010250,DST001,SP004,OUT00189,BV012,42,9000,0.0727,27481,378000,350519,5500,231000
2025-04-20,INV0010251,DST001,SP005,OUT00190,SN004,12,9500,0.0375,4275,114000,109725,5700,68400
2025-04-13,INV0010252,DST001,SP001,OUT00191,PC006,24,15000,0.0607,21852,360000,338148,8700,208800
2025-04-13,INV0010252,DST001,SP001,OUT00191,SN005,36,9500,0.0474,16211,342000,325789,5600,201600
