Date,InvoiceID,DistributorID,SalespersonID,OutletID,ProductID,Quantity,UnitPrice,DiscountPct,DiscountAmount,GrossSales,NetSales,UnitCOGS,TotalCOGS
2026-04-25,INV0050180,DST001,SP003,OUT00048,SN015,30,10500,0.0498,15687,315000,299313,6300,189000
2026-04-25,INV0050180,DST001,SP003,OUT00048,SN007,36,9500,0.041,14022,342000,327978,5700,205200
2026-04-07,INV0050181,DST001,SP004,OUT00049,BV002,24,7500,0.038,6840,180000,173160,4700,112800
2026-04-12,INV0050182,DST001,SP005,OUT00050,SN006,12,10000,0.0324,3888,120000,116112,6000,72000
2026-04-25,INV0050183,DST001,SP001,OUT00051,SN013,30,8000,0.0333,7992,240000,232008,4700,141000
2026-04-25,INV0050183,DST001,SP001,OUT00051,PC001,6,22000,0.0095,1254,132000,130746,13000,78000
2026-04-29,INV0050184,DST001,SP002,OUT00052,BV001,30,7500,0.0633,14242,225000,210758,4600,138000
2026-04-29,INV0050184,DST001,SP002,OUT00052,SN007,12,9500,0.0282,3215,114000,110785,5700,68400
2026-04-06,INV0050185,DST001,SP005,OUT00055,BV005,30,8500,0.0704,17952,255000,237048,5100,153000
2026-04-11,INV0050186,DST001,SP001,OUT00056,SN006,12,10000,0.0646,7752,120000,112248,6000,72000
2026-04-11,INV0050186,DST001,SP001,OUT00056,SN011,36,8500,0.0328,10037,306000,295963,5000,180000
2026-04-20,INV0050187,DST001,SP003,OUT00058,SN014,54,10000,0.1185,63990,540000,476010,5900,318600
2026-04-20,INV0050187,DST001,SP003,OUT00058,BV014,72,10000,0.1089,78408,720000,641592,6000,432000
2026-04-21,INV0050188,DST001,SP004,OUT00059,PC008,42,16000,0.0831,55843,672000,616157,9300,390600
2026-04-21,INV0050188,DST001,SP004,OUT00059,PC001,24,22000,0.0655,34584,528000,493416,13000,312000
2026-04-15,INV0050189,DST001,SP005,OUT00060,SN011,18,8500,0.0403,6166,153000,146834,5000,90000
2026-04-05,INV0050190,DST001,SP002,OUT00062,PC014,30,18000,0.0432,23328,540000,516672,10500,315000
2026-04-02,INV0050191,DST001,SP003,OUT00063,SN002,6,9000,0.0475,2565,54000,51435,5400,32400
2026-04-04,INV0050192,DST001,SP004,OUT00064,SN006,24,10000,0.0203,4872,240000,235128,6000,144000
2026-04-18,INV0050193,DST001,SP005,OUT00065,PC012,12,6500,0.0311,2426,78000,75574,3800,45600
2026-04-18,INV0050193,DST001,SP005,OUT00065,PC014,6,18000,0.0357,3856,108000,104144,10500,63000
2026-04-22,INV0050194,DST001,SP001,OUT00066,SN004,24,9500,0.0324,7387,228000,220613,5700,136800
2026-04-22,INV0050194,DST001,SP001,OUT00066,SN010,18,10500,0.0336,6350,189000,182650,6300,113400
2026-04-23,INV0050195,DST001,SP002,OUT00067,BV001,18,7500,0.0255,3442,135000,131558,4600,82800
2026-04-23,INV0050195,DST001,SP002,OUT00067,SN014,18,10000,0.0216,3888,180000,176112,5900,106200
2026-04-02,INV0050196,DST001,SP003,OUT00068,SN007,24,9500,0.033,7524,228000,220476,5700,136800
2026-04-02,INV0050196,DST001,SP003,OUT00068,PC010,6,22000,0.0383,5056,132000,126944,13000,78000
2026-04-26,INV0050197,DST001,SP004,OUT00069,BV011,12,9000,0.0339,3661,108000,104339,5500,66000
2026-04-20,INV0050198,DST001,SP005,OUT00070,BV012,24,9000,0.0303,6545,216000,209455,5500,132000
2026-04-20,INV0050198,DST001,SP005,OUT00070,SN006,6,10000,0.0359,2154,60000,57846,6000,36000
2026-04-15,INV0050199,DST001,SP002,OUT00072,BV003,24,8000,0.0317,6086,192000,185914,4900,117600
2026-04-15,INV0050199,DST001,SP002,OUT00072,SN010,24,10500,0.0166,4183,252000,247817,6300,151200
2026-04-14,INV0050200,DST001,SP003,OUT00073,BV008,12,10000,0.0322,3864,120000,116136,6000,72000
2026-04-14,INV0050200,DST001,SP003,OUT00073,BV007,6,10000,0.0444,2664,60000,57336,6100,36600
2026-04-14,INV0050200,DST001,SP003,OUT00073,BV011,18,9000,0.0263,4261,162000,157739,5500,99000
2026-04-16,INV0050201,DST001,SP004,OUT00074,BV015,24,10000,0.0302,7248,240000,232752,6100,146400
2026-04-16,INV0050201,DST001,SP004,OUT00074,PC003,30,23000,0.0408,28152,690000,661848,13700,411000
2026-04-06,INV0050202,DST001,SP005,OUT00075,SN002,144,9000,0.0948,122861,1296000,1173139,5400,777600
2026-04-06,INV0050202,DST001,SP005,OUT00075,BV003,162,8000,0.0908,117677,1296000,1178323,4900,793800
2026-04-19,INV0050203,DST001,SP001,OUT00076,SN003,12,9500,0.0579,6601,114000,107399,5600,67200
2026-04-19,INV0050203,DST001,SP001,OUT00076,BV011,12,9000,0.0337,3640,108000,104360,5500,66000
2026-04-27,INV0050204,DST001,SP002,OUT00077,BV008,24,10000,0.0784,18816,240000,221184,6000,144000
2026-04-27,INV0050204,DST001,SP002,OUT00077,BV004,30,8000,0.0601,14424,240000,225576,4900,147000
2026-04-26,INV0050205,DST001,SP003,OUT00078,BV008,96,10000,0.1097,105312,960000,854688,6000,576000
2026-04-03,INV0050206,DST001,SP004,OUT00079,SN009,24,11000,0.0388,10243,264000,253757,6500,156000
2026-04-03,INV0050206,DST001,SP004,OUT00079,BV003,12,8000,0.0305,2928,96000,93072,4900,58800
2026-04-20,INV0050207,DST001,SP005,OUT00080,BV012,36,9000,0.0438,14191,324000,309809,5500,198000
2026-04-20,INV0050207,DST001,SP005,OUT00080,BV010,24,11000,0.0221,5834,264000,258166,6700,160800
2026-04-07,INV0050208,DST001,SP001,OUT00081,SN012,12,8500,0.0016,163,102000,101837,5000,60000
2026-04-22,INV0050209,DST001,SP002,OUT00082,BV008,30,10000,0.079,23700,300000,276300,6000,180000
2026-04-22,INV0050209,DST001,SP002,OUT00082,BV014,24,10000,0.0734,17616,240000,222384,6000,144000
2026-04-22,INV0050210,DST001,SP003,OUT00083,SN003,24,9500,0.0449,10237,228000,217763,5600,134400
2026-04-22,INV0050210,DST001,SP003,OUT00083,BV007,18,10000,0.0137,2466,180000,177534,6100,109800
2026-04-05,INV0050211,DST001,SP004,OUT00084,BV004,24,8000,0.0408,7834,192000,184166,4900,117600
2026-04-05,INV0050211,DST001,SP004,OUT00084,BV011,12,9000,0.0265,2862,108000,105138,5500,66000
2026-04-24,INV0050212,DST001,SP005,OUT00085,BV013,42,9500,0.0662,26414,399000,372586,5800,243600
2026-04-24,INV0050212,DST001,SP005,OUT00085,SN001,42,9000,0.038,14364,378000,363636,5300,222600
2026-04-24,INV0050213,DST001,SP001,OUT00086,PC003,138,23000,0.0833,264394,3174000,2909606,13700,1890600
2026-04-07,INV0050214,DST001,SP003,OUT00088,PC002,42,22000,0.0796,73550,924000,850450,13200,554400
2026-04-24,INV0050215,DST001,SP004,OUT00089,SN006,12,10000,0.0405,4860,120000,115140,6000,72000
2026-04-24,INV0050215,DST001,SP004,OUT00089,BV004,12,8000,0.0482,4627,96000,91373,4900,58800
2026-04-10,INV0050216,DST001,SP005,OUT00090,SN008,18,9500,0.0011,188,171000,170812,5600,100800
2026-04-10,INV0050216,DST001,SP005,OUT00090,BV007,18,10000,0.0082,1476,180000,178524,6100,109800
2026-04-18,INV0050217,DST001,SP002,OUT00092,PC004,48,24000,0.1122,129254,1152000,1022746,14300,686400
2026-04-18,INV0050217,DST001,SP002,OUT00092,BV010,108,11000,0.1281,152183,1188000,1035817,6700,723600
2026-04-18,INV0050217,DST001,SP002,OUT00092,SN002,48,9000,0.1208,52186,432000,379814,5400,259200
2026-04-10,INV0050218,DST001,SP003,OUT00093,SN010,36,10500,0.0346,13079,378000,364921,6300,226800
2026-04-10,INV0050218,DST001,SP003,OUT00093,BV006,36,9500,0.0661,22606,342000,319394,5800,208800
2026-04-10,INV0050218,DST001,SP003,OUT00093,BV014,24,10000,0.0512,12288,240000,227712,6000,144000
2026-04-15,INV0050219,DST001,SP004,OUT00094,PC001,36,22000,0.0271,21463,792000,770537,13000,468000
2026-04-13,INV0050220,DST001,SP001,OUT00096,SN013,24,8000,0.0304,5837,192000,186163,4700,112800
2026-04-30,INV0050221,DST001,SP002,OUT00097,BV011,12,9000,0.0084,907,108000,107093,5500,66000
2026-04-21,INV0050222,DST001,SP003,OUT00098,SN001,6,9000,0.04,2160,54000,51840,5300,31800
2026-04-13,INV0050223,DST001,SP004,OUT00099,PC014,12,18000,0.0284,6134,216000,209866,10500,126000
2026-04-13,INV0050223,DST001,SP004,OUT00099,BV003,18,8000,0.0339,4882,144000,139118,4900,88200
2026-04-13,INV0050223,DST001,SP004,OUT00099,BV001,18,7500,0.0274,3699,135000,131301,4600,82800
2026-04-17,INV0050224,DST001,SP005,OUT00100,PC002,18,22000,0.0431,17068,396000,378932,13200,237600
2026-04-17,INV0050224,DST001,SP005,OUT00100,SN001,18,9000,0.0116,1879,162000,160121,5300,95400
2026-04-28,INV0050225,DST001,SP001,OUT00101,PC006,12,15000,0.037,6660,180000,173340,8700,104400
2026-04-28,INV0050225,DST001,SP001,OUT00101,PC013,18,7000,0.0372,4687,126000,121313,4000,72000
2026-04-13,INV0050226,DST001,SP002,OUT00102,SN012,30,8500,0.05,12750,255000,242250,5000,150000
2026-04-13,INV0050226,DST001,SP002,OUT00102,PC010,36,22000,0.0515,40788,792000,751212,13000,468000
2026-04-05,INV0050227,DST001,SP003,OUT00103,SN012,18,8500,0.0345,5278,153000,147722,5000,90000
2026-04-04,INV0050228,DST001,SP004,OUT00104,SN001,12,9000,0.0435,4698,108000,103302,5300,63600
2026-04-04,INV0050228,DST001,SP004,OUT00104,BV003,42,8000,0.0301,10114,336000,325886,4900,205800
2026-04-10,INV0050229,DST001,SP005,OUT00105,BV007,12,10000,0.0522,6264,120000,113736,6100,73200
2026-04-01,INV0050230,DST001,SP002,OUT00107,PC008,24,16000,0.0579,22234,384000,361766,9300,223200
2026-04-01,INV0050230,DST001,SP002,OUT00107,PC012,18,6500,0.0685,8015,117000,108985,3800,68400
2026-04-08,INV0050231,DST001,SP003,OUT00108,SN005,30,9500,0.0113,3220,285000,281780,5600,168000
2026-04-08,INV0050231,DST001,SP003,OUT00108,SN002,24,9000,0.0451,9742,216000,206258,5400,129600
2026-04-11,INV0050232,DST001,SP004,OUT00109,BV013,18,9500,0.0368,6293,171000,164707,5800,104400
2026-04-11,INV0050232,DST001,SP004,OUT00109,SN003,12,9500,0.0387,4412,114000,109588,5600,67200
2026-04-16,INV0050233,DST001,SP003,OUT00113,PC006,6,15000,0.0426,3834,90000,86166,8700,52200
2026-04-16,INV0050234,DST001,SP004,OUT00114,BV005,12,8500,0.0327,3335,102000,98665,5100,61200
2026-04-21,INV0050235,DST001,SP005,OUT00115,BV013,18,9500,0.0439,7507,171000,163493,5800,104400
2026-04-21,INV0050235,DST001,SP005,OUT00115,BV012,6,9000,0.0014,76,54000,53924,5500,33000
2026-04-15,INV0050236,DST001,SP001,OUT00116,BV006,12,9500,0.0563,6418,114000,107582,5800,69600
2026-04-26,INV0050237,DST001,SP002,OUT00117,BV014,60,10000,0.1233,73980,600000,526020,6000,360000
2026-04-23,INV0050238,DST001,SP004,OUT00119,BV001,30,7500,0.0518,11655,225000,213345,4600,138000
2026-04-15,INV0050239,DST001,SP005,OUT00120,BV006,24,9500,0.1172,26722,228000,201278,5800,139200
2026-04-15,INV0050239,DST001,SP005,OUT00120,PC012,54,6500,0.0907,31836,351000,319164,3800,205200
2026-04-14,INV0050240,DST001,SP001,OUT00121,SN012,18,8500,0.1004,15361,153000,137639,5000,90000
2026-04-09,INV0050241,DST001,SP002,OUT00122,SN013,24,8000,0.069,13248,192000,178752,4700,112800
2026-04-09,INV0050241,DST001,SP002,OUT00122,BV011,30,9000,0.0559,15093,270000,254907,5500,165000
2026-04-27,INV0050242,DST001,SP003,OUT00123,PC014,12,18000,0.0488,10541,216000,205459,10500,126000
2026-04-27,INV0050242,DST001,SP003,OUT00123,PC010,6,22000,0.0387,5108,132000,126892,13000,78000
2026-04-27,INV0050242,DST001,SP003,OUT00123,PC009,18,19000,0.0508,17374,342000,324626,11200,201600
2026-04-30,INV0050243,DST001,SP004,OUT00124,BV001,30,7500,0.0678,15255,225000,209745,4600,138000
2026-04-30,INV0050243,DST001,SP004,OUT00124,SN005,30,9500,0.03,8550,285000,276450,5600,168000
2026-04-11,INV0050244,DST001,SP005,OUT00125,PC005,12,25000,0.0475,14250,300000,285750,14800,177600
2026-04-11,INV0050244,DST001,SP005,OUT00125,PC014,12,18000,0.0459,9914,216000,206086,10500,126000
2026-04-27,INV0050245,DST001,SP001,OUT00126,PC002,30,22000,0.0567,37422,660000,622578,13200,396000
2026-04-26,INV0050246,DST001,SP003,OUT00128,PC006,24,15000,0.0039,1404,360000,358596,8700,208800
2026-04-16,INV0050247,DST001,SP004,OUT00129,BV001,60,7500,0.1143,51435,450000,398565,4600,276000
2026-04-16,INV0050247,DST001,SP004,OUT00129,PC012,66,6500,0.0918,39382,429000,389618,3800,250800
2026-04-21,INV0050248,DST001,SP005,OUT00130,BV009,24,9000,0.0644,13910,216000,202090,5300,127200
2026-04-21,INV0050248,DST001,SP005,OUT00130,SN009,18,11000,0.0509,10078,198000,187922,6500,117000
2026-04-19,INV0050249,DST001,SP001,OUT00131,BV011,84,9000,0.0929,70232,756000,685768,5500,462000
2026-04-19,INV0050249,DST001,SP001,OUT00131,PC003,126,23000,0.1301,377030,2898000,2520970,13700,1726200
2026-04-15,INV0050250,DST001,SP002,OUT00132,BV012,36,9000,0.0582,18857,324000,305143,5500,198000
2026-04-15,INV0050250,DST001,SP002,OUT00132,BV002,12,7500,0.0757,6813,90000,83187,4700,56400
2026-04-22,INV0050251,DST001,SP003,OUT00133,SN013,12,8000,0.0296,2842,96000,93158,4700,56400
2026-04-14,INV0050252,DST001,SP004,OUT00134,SN006,30,10000,0.0751,22530,300000,277470,6000,180000
2026-04-14,INV0050252,DST001,SP004,OUT00134,BV005,12,8500,0.0635,6477,102000,95523,5100,61200
2026-04-25,INV0050253,DST001,SP005,OUT00135,PC014,24,18000,0.0121,5227,432000,426773,10500,252000
2026-04-25,INV0050253,DST001,SP005,OUT00135,SN001,18,9000,0.0033,535,162000,161465,5300,95400
2026-04-26,INV0050254,DST001,SP001,OUT00136,PC008,12,16000,0.047,9024,192000,182976,9300,111600
2026-04-26,INV0050254,DST001,SP001,OUT00136,PC007,24,17000,0.0446,18197,408000,389803,9900,237600
2026-04-05,INV0050255,DST001,SP003,OUT00138,BV002,12,7500,0.018,1620,90000,88380,4700,56400
2026-04-05,INV0050255,DST001,SP003,OUT00138,SN001,18,9000,0.0424,6869,162000,155131,5300,95400
2026-04-18,INV0050256,DST001,SP004,OUT00139,SN006,12,10000,0.0436,5232,120000,114768,6000,72000
2026-04-30,INV0050257,DST001,SP002,OUT00142,BV008,54,10000,0.0559,30186,540000,509814,6000,324000
2026-04-30,INV0050257,DST001,SP002,OUT00142,BV014,24,10000,0.0611,14664,240000,225336,6000,144000
2026-04-15,INV0050258,DST001,SP003,OUT00143,PC006,18,15000,0.046,12420,270000,257580,8700,156600
2026-04-15,INV0050258,DST001,SP003,OUT00143,BV007,12,10000,0.043,5160,120000,114840,6100,73200
2026-04-06,INV0050259,DST001,SP005,OUT00145,BV006,24,9500,0.0482,10990,228000,217010,5800,139200
2026-04-06,INV0050259,DST001,SP005,OUT00145,BV012,30,9000,0.0615,16605,270000,253395,5500,165000
2026-04-07,INV0050260,DST001,SP001,OUT00146,PC014,96,18000,0.1301,224813,1728000,1503187,10500,1008000
2026-04-07,INV0050261,DST001,SP002,OUT00147,SN008,12,9500,0.0619,7057,114000,106943,5600,67200
2026-04-04,INV0050262,DST001,SP003,OUT00148,BV005,12,8500,0.0452,4610,102000,97390,5100,61200
2026-04-04,INV0050262,DST001,SP003,OUT00148,SN011,18,8500,0.0427,6533,153000,146467,5000,90000
2026-04-27,INV0050263,DST001,SP004,OUT00149,PC011,48,6500,0.1139,35537,312000,276463,3700,177600
2026-04-25,INV0050264,DST001,SP001,OUT00151,SN013,18,8000,0.0348,5011,144000,138989,4700,84600
2026-04-01,INV0050265,DST001,SP002,OUT00152,BV015,6,10000,0.0278,1668,60000,58332,6100,36600
2026-04-04,INV0050266,DST001,SP004,OUT00154,BV002,24,7500,0.0327,5886,180000,174114,4700,112800
2026-04-04,INV0050266,DST001,SP004,OUT00154,BV004,30,8000,0.0513,12312,240000,227688,4900,147000
2026-04-06,INV0050267,DST001,SP001,OUT00156,BV012,24,9000,0.0131,2830,216000,213170,5500,132000
2026-04-22,INV0050268,DST001,SP002,OUT00157,BV015,186,10000,0.123,228780,1860000,1631220,6100,1134600
2026-04-22,INV0050268,DST001,SP002,OUT00157,PC006,222,15000,0.1097,365301,3330000,2964699,8700,1931400
2026-04-22,INV0050268,DST001,SP002,OUT00157,SN013,144,8000,0.1097,126374,1152000,1025626,4700,676800
2026-04-26,INV0050269,DST001,SP003,OUT00158,PC013,72,7000,0.0972,48989,504000,455011,4000,288000
2026-04-06,INV0050270,DST001,SP004,OUT00159,BV015,24,10000,0.063,15120,240000,224880,6100,146400
2026-04-06,INV0050270,DST001,SP004,OUT00159,PC012,36,6500,0.038,8892,234000,225108,3800,136800
2026-04-25,INV0050271,DST001,SP001,OUT00161,SN002,30,9000,0.0683,18441,270000,251559,5400,162000
2026-04-25,INV0050271,DST001,SP001,OUT00161,SN011,42,8500,0.0646,23062,357000,333938,5000,210000
2026-04-09,INV0050272,DST001,SP002,OUT00162,BV002,12,7500,0.0644,5796,90000,84204,4700,56400
2026-04-22,INV0050273,DST001,SP004,OUT00164,BV013,24,9500,0.0401,9143,228000,218857,5800,139200
2026-04-01,INV0050274,DST001,SP005,OUT00165,PC001,18,22000,0.0327,12949,396000,383051,13000,234000
2026-04-01,INV0050274,DST001,SP005,OUT00165,PC012,12,6500,0.0403,3143,78000,74857,3800,45600
2026-04-11,INV0050275,DST001,SP001,OUT00166,SN009,60,11000,0.0953,62898,660000,597102,6500,390000
2026-04-24,INV0050276,DST001,SP002,OUT00167,SN008,30,9500,0.0493,14050,285000,270950,5600,168000
2026-04-24,INV0050276,DST001,SP002,OUT00167,BV010,12,11000,0.052,6864,132000,125136,6700,80400
2026-04-10,INV0050277,DST001,SP003,OUT00168,BV002,12,7500,0.0323,2907,90000,87093,4700,56400
2026-04-04,INV0050278,DST001,SP004,OUT00169,BV008,12,10000,0.0424,5088,120000,114912,6000,72000
2026-04-04,INV0050278,DST001,SP004,OUT00169,PC014,24,18000,0.0456,19699,432000,412301,10500,252000
2026-04-27,INV0050279,DST001,SP005,OUT00170,SN013,24,8000,0.0044,845,192000,191155,4700,112800
2026-04-27,INV0050279,DST001,SP005,OUT00170,BV009,12,9000,0.015,1620,108000,106380,5300,63600
2026-04-30,INV0050280,DST001,SP001,OUT00171,PC011,60,6500,0.1421,55419,390000,334581,3700,222000
2026-04-30,INV0050280,DST001,SP001,OUT00171,BV010,150,11000,0.1271,209715,1650000,1440285,6700,1005000
2026-04-03,INV0050281,DST001,SP002,OUT00172,SN002,30,9000,0.0018,486,270000,269514,5400,162000
2026-04-03,INV0050281,DST001,SP002,OUT00172,SN006,18,10000,0.001,180,180000,179820,6000,108000
2026-04-04,INV0050282,DST001,SP003,OUT00173,PC002,12,22000,0.0426,11246,264000,252754,13200,158400
2026-04-02,INV0050283,DST001,SP004,OUT00174,BV012,18,9000,0.014,2268,162000,159732,5500,99000
2026-04-27,INV0050284,DST001,SP001,OUT00176,SN009,18,11000,0.0214,4237,198000,193763,6500,117000
2026-04-27,INV0050284,DST001,SP001,OUT00176,PC004,24,24000,0.0482,27763,576000,548237,14300,343200
2026-04-27,INV0050284,DST001,SP001,OUT00176,BV005,18,8500,0.0162,2479,153000,150521,5100,91800
2026-04-11,INV0050285,DST001,SP002,OUT00177,SN003,24,9500,0.0163,3716,228000,224284,5600,134400
2026-04-11,INV0050285,DST001,SP002,OUT00177,BV003,18,8000,0.0249,3586,144000,140414,4900,88200
2026-04-01,INV0050286,DST001,SP003,OUT00178,SN004,180,9500,0.1205,206055,1710000,1503945,5700,1026000
2026-04-13,INV0050287,DST001,SP005,OUT00180,SN003,18,9500,0.0322,5506,171000,165494,5600,100800
2026-04-11,INV0050288,DST001,SP003,OUT00183,PC002,30,22000,0.0322,21252,660000,638748,13200,396000
2026-04-03,INV0050289,DST001,SP004,OUT00184,BV009,96,9000,0.1055,91152,864000,772848,5300,508800
2026-04-03,INV0050289,DST001,SP004,OUT00184,BV011,126,9000,0.1117,126668,1134000,1007332,5500,693000
2026-04-09,INV0050290,DST001,SP005,OUT00185,SN011,108,8500,0.1061,97400,918000,820600,5000,540000
